[2024-04-15 15:20:52,358] 224 werkzeug -WARNING  * Debugger is active!
[2024-04-15 15:20:52,389] 224 werkzeug -INFO  * Debugger PIN: 589-365-646
[2024-04-15 15:20:52,475] 224 werkzeug -INFO 127.0.0.1 - - [15/Apr/2024 15:20:52] "[33mGET /favicon.ico HTTP/1.1[0m" 404 -
[2024-04-15 15:20:52,502] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\_reqs.py', reloading
[2024-04-15 15:20:52,502] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\_reqs.py', reloading
[2024-04-15 15:20:52,530] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\archive_util.py', reloading
[2024-04-15 15:20:52,531] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\archive_util.py', reloading
[2024-04-15 15:20:52,572] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\build_meta.py', reloading
[2024-04-15 15:20:52,572] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\build_meta.py', reloading
[2024-04-15 15:20:52,610] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\dep_util.py', reloading
[2024-04-15 15:20:52,610] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\dep_util.py', reloading
[2024-04-15 15:20:52,632] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\depends.py', reloading
[2024-04-15 15:20:52,632] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\depends.py', reloading
[2024-04-15 15:20:52,664] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\discovery.py', reloading
[2024-04-15 15:20:52,665] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\discovery.py', reloading
[2024-04-15 15:20:52,719] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\dist.py', reloading
[2024-04-15 15:20:52,720] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\dist.py', reloading
[2024-04-15 15:20:52,812] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\errors.py', reloading
[2024-04-15 15:20:52,813] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\errors.py', reloading
[2024-04-15 15:20:52,839] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\extension.py', reloading
[2024-04-15 15:20:52,839] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\extension.py', reloading
[2024-04-15 15:20:52,879] 224 werkzeug -INFO  * Detected change in 'C:\\Users\\user\\Desktop\\BE Project\\env\\Lib\\site-packages\\setuptools\\glob.py', reloading
[2024-04-15 15:20:52,880] 224 werkzeug -INFO  * Detected change in 'c:\\users\\user\\desktop\\be project\\env\\Lib\\site-packages\\setuptools\\glob.py', reloading
